Name,LTP,Change(%),Open,Volume,Market Cap (Cr.),PE Ratio,Industry PE,52W High,52W Low,1M Returns,3M Returns,1 Yr Returns,3 Yr Returns,5 Yr Returns,PB Ratio,Dividend,ROE,ROCE,EPS,50 DMA,200 DMA,RSI,,,,,,,,,,,,,,,,,,,,
MM Forgings,377.65,-2.87%,390,"54,009","1,823.35",15.4,36.94,729.8,303,8.27%,6.80%,-38.18%,-12.40%,324.33%,2.1,1.03%,17.11%,18.92%,27.88,352.62,446.83,62.98,,,,,,,,,,,,,,,,,,,,
Mmp Industries,253.75,-3.42%,268.4,"35,811",644.59,17.17,27.08,457.9,218,4.11%,12.30%,-7.98%,33.41%,310.60%,2.06,0.76%,-,14.74%,-,251.95,307.32,52.37,,,,,,,,,,,,,,,,,,,,
MMTC,71.2,-2.22%,73.7,"7,24,730","10,680.00",111.88,35.81,131.8,44.5,26.29%,40.27%,-8.68%,88.86%,343.61%,6.41,-,-,12.10%,-,60.62,71.6,57.76,,,,,,,,,,,,,,,,,,,,
Modern Threads,44.9,-0.33%,45.05,"1,046",156.14,48.72,21.41,73.9,31.35,8.17%,4.22%,-16.53%,113.81%,113.81%,1.24,-,-,21.81%,-,41.54,49.27,54.79,,,,,,,,,,,,,,,,,,,,
Modi Rubber,124,2.62%,123.25,"6,171",310.5,14.75,35.52,163.7,90,1.02%,24.82%,30.83%,107.18%,313.33%,0.56,-,-,4.22%,-,122.67,120.07,41.31,,,,,,,,,,,,,,,,,,,,
Modison,166.8,-0.24%,168.6,"1,00,065",541.27,21.27,44.35,232.8,112,33.37%,26.94%,32.52%,177.08%,166.24%,2.5,2.10%,-,15.30%,-,138.54,158.53,67.1,,,,,,,,,,,,,,,,,,,,
Mohini Health & Hygiene,60.2,-2.43%,60.1,"3,000",109.78,9.35,53.31,86.9,46,-2.90%,1.18%,6.93%,48.83%,363.08%,1.07,-,-,15.84%,-,59.99,58.89,44.46,,,,,,,,,,,,,,,,,,,,
Mohit Industries,31.15,-0.61%,31.1,"8,905",44.1,-,28.71,52.05,22.56,6.39%,7.41%,35.38%,74.51%,765.28%,0.25,-,-,0.51%,-,29.89,30.88,49.21,,,,,,,,,,,,,,,,,,,,
MOIL,388.15,-1.07%,392.5,"10,63,574","7,898.28",20.89,17.48,588,274.05,15.14%,21.81%,-26.47%,159.03%,163.51%,3.02,1.44%,8.98%,12.24%,17.65,344.87,344.31,67.8,,,,,,,,,,,,,,,,,,,,
Moksh Ornaments,14.66,-1.08%,14.84,"2,00,047",126.55,14.67,39.14,25.25,12,6.31%,14.98%,2.52%,5.09%,271.14%,1.12,-,-,23.27%,-,14.11,16.05,58.45,,,,,,,,,,,,,,,,,,,,
Mold-Tek Packaging,696.15,-0.01%,697,"58,593","2,305.69",24.82,24.63,841.45,410,30.17%,54.96%,-12.99%,-3.23%,281.51%,4.87,0.63%,13.93%,19.12%,19.15,554.93,624.68,80.76,,,,,,,,,,,,,,,,,,,,
Mold-Tek Technologies,158.6,-1.20%,160.52,"99,485",453.03,38.09,27.97,294.05,109.95,11.11%,36.06%,-39.06%,69.72%,336.91%,3.93,-,28.20%,29.32%,9.36,146.51,182.12,70.33,,,,,,,,,,,,,,,,,,,,
Monarch Networth Capital,315.25,-1.55%,322.75,"1,35,175","2,304.48",16.84,32.57,499,254.8,-1.11%,-0.27%,15.01%,128.94%,300.17%,3.16,0.31%,19.02%,50.48%,43.17,317.08,384.1,59.25,,,,,,,,,,,,,,,,,,,,
Mono Pharmacare,25,-,25.5,"22,000",44.17,14.29,43.06,41.95,22.1,4.17%,-12.74%,-38.73%,-17.90%,-17.90%,1.42,-,6.91%,13.93%,1.38,24.87,33.32,46.02,,,,,,,,,,,,,,,,,,,,
Monte Carlo Fashions,618.1,-0.67%,622.95,"22,756","1,281.45",15.89,35.08,986,518.05,8.76%,12.05%,4.46%,3.88%,311.93%,1.55,3.21%,17.07%,11.91%,28.7,583.04,704.07,61.04,,,,,,,,,,,,,,,,,,,,
Morepen Laboratories,66.88,-0.73%,67,"1,27,16,427","3,664.71",31.34,43.06,100.9,42,10.80%,49.19%,27.44%,73.49%,215.47%,3.19,0.30%,11.40%,15.61%,2.15,58.89,69.7,57.1,,,,,,,,,,,,,,,,,,,,
Mos Utility,275.9,0.15%,280.85,"2,26,400",687.97,54.88,35.81,374.95,150,-4.89%,3.72%,56.81%,141.07%,141.07%,7.95,-,-,19.26%,-,275.59,278.26,44.14,,,,,,,,,,,,,,,,,,,,
Moschip Technologies,183.99,-2.81%,190.1,"7,17,641","3,515.65",108.14,41.34,208,129.98,12.44%,18.46%,-7.42%,-7.42%,-7.42%,11.05,-,-,5.68%,-,168.02,-,63.73,,,,,,,,,,,,,,,,,,,,
Motherson Sumi Wiring,61.95,-0.74%,62.01,"18,64,145","27,388.76",45.55,46.65,80,46.08,7.55%,22.19%,-10.24%,35.53%,40.00%,16.24,0.56%,38.07%,45.66%,1.5,56.15,59.55,75.27,,,,,,,,,,,,,,,,,,,,
Motilal Oswal Financial Services,831.15,-2.31%,854.8,"10,12,391","49,811.97",20.38,32.57,"1,064.00",507.55,12.91%,42.45%,23.99%,335.32%,504.87%,4.6,0.59%,27.89%,28.24%,46.83,720.84,778.07,70.29,,,,,,,,,,,,,,,,,,,,
Motisons Jewellers,21.34,-0.19%,21.38,"1,36,15,222","2,100.84",48.7,39.14,33.8,14.02,25.46%,25.31%,21.39%,105.98%,105.98%,5.1,-,-,18.30%,-,17.62,23.19,67.12,,,,,,,,,,,,,,,,,,,,
Motor & General Finance,27.08,-0.18%,27.7,"13,493",104.87,129,35.52,46.75,23.55,1.46%,5.74%,-21.32%,-2.41%,18.25%,2.11,-,-3.55%,1.38%,0.3,26.93,31.17,50.49,,,,,,,,,,,,,,,,,,,,
Moxsh Overseas Educon,27,-,-,-,24.2,-,35.52,210.5,25.5,-,-5.26%,-79.07%,-77.78%,-77.78%,2.53,-,-,-25.07%,-,34.98,36.25,33.88,,,,,,,,,,,,,,,,,,,,
Mphasis,"2,675.80",-0.15%,"2,679.90","7,03,806","50,860.76",29.95,34.4,"3,237.95","2,044.55",5.66%,20.26%,11.59%,13.14%,211.61%,5.3,2.13%,17.68%,22.46%,82.67,"2,458.37","2,756.66",66.43,,,,,,,,,,,,,,,,,,,,
MPS,"2,617.80",0.02%,"2,631.00","7,566","4,477.96",30.93,41.34,"3,079.00","1,754.20",8.51%,2.34%,28.73%,260.43%,946.91%,9.34,3.18%,25.83%,30.70%,66.85,"2,505.56","2,334.27",54.04,,,,,,,,,,,,,,,,,,,,
MRF,"1,36,690.00",-0.14%,"1,37,430.00","7,338","57,972.18",31.06,29.94,"1,47,435.00","1,02,124.05",-2.31%,27.43%,8.42%,99.38%,114.49%,3.14,0.17%,12.46%,16.41%,"4,866.72","1,32,104.69","1,25,317.98",50.37,,,,,,,,,,,,,,,,,,,,
MRO-TEK Reality,69.62,-2.85%,72.8,"25,030",130.08,22.72,22.47,77.89,56.81,13.13%,13.76%,13.76%,13.76%,13.76%,1.8,-,-,6.44%,-,64.54,82.85,60.38,,,,,,,,,,,,,,,,,,,,
Mrs. Bectors Food,"1,394.20",1.25%,"1,398.80","1,47,863","8,560.13",59.06,39.33,"2,200.00","1,276.00",-7.26%,-2.70%,-1.44%,429.91%,134.63%,7.26,0.44%,16.55%,23.39%,23.96,"1,506.65","1,612.62",31.82,,,,,,,,,,,,,,,,,,,,
MSP Steel & Power,28.42,-2.80%,29.75,"7,05,006","1,597.56",84.09,32.88,64.52,21.6,11.23%,2.53%,7.41%,169.38%,369.75%,1.69,-,-,10.21%,-,27.33,37.55,53.93,,,,,,,,,,,,,,,,,,,,
MSTC,540.6,-2.98%,557.2,"2,00,833","3,805.82",19.97,35.81,"1,036.90",411.1,3.43%,18.38%,-38.02%,102.55%,311.42%,5.32,6.46%,30.76%,34.12%,30.63,531.72,615.54,56.78,,,,,,,,,,,,,,,,,,,,
MT Educare,2.41,-,2.5,"70,486",17.41,-,35.52,4.74,1.94,6.64%,14.22%,-23.00%,-71.98%,-82.79%,-9.92,-,-,-27.42%,-,2.25,2.89,54.57,,,,,,,,,,,,,,,,,,,,
MTAR Technologies,"1,686.20",-2.07%,"1,725.00","97,655","5,186.68",100.08,39.32,"2,075.65","1,155.60",15.91%,32.59%,-5.32%,21.00%,55.77%,7.26,-,16.68%,11.92%,13.07,"1,499.83","1,589.07",73.21,,,,,,,,,,,,,,,,,,,,
Mufin Green Finance,75.71,-2.86%,77.94,"1,63,660","1,220.26",64.93,32.57,141.4,63.11,3.50%,-0.51%,-41.93%,-43.71%,-43.71%,4.73,-,5.28%,8.36%,1.11,74.5,96.87,54.17,,,,,,,,,,,,,,,,,,,,
Mukand,117.75,-2.03%,120.79,"43,286","1,701.44",22.96,30.86,188.2,84.4,13.33%,29.28%,-27.07%,5.51%,565.25%,1.83,1.66%,11.15%,10.73%,6.65,105.87,125.68,60.46,,,,,,,,,,,,,,,,,,,,
Mukka Proteins,31.24,-2.22%,31.95,"4,34,855",937.2,20.65,39.33,56.56,28.71,0.29%,-6.50%,-8.31%,-26.06%,-26.06%,2.18,-,30.50%,26.81%,2.34,31.77,37.82,57.16,,,,,,,,,,,,,,,,,,,,
Mukta Arts,78.95,0.25%,77.25,"12,945",178.31,-,22.16,116.79,59.26,8.70%,14.34%,10.96%,56.80%,201.91%,-4.01,-,-,8.64%,-,74.33,80.64,53.05,,,,,,,,,,,,,,,,,,,,
Munjal Auto Industries,77.91,-2.66%,81,"1,91,171",779.1,18.08,46.65,145.7,60.52,5.45%,13.70%,-9.25%,95.75%,64.89%,1.93,-,13.09%,13.88%,6.81,75.35,96.84,50.73,,,,,,,,,,,,,,,,,,,,
Munjal Showa,138.01,-2.80%,141.68,"28,897",551.97,19.68,46.65,192.63,104.2,20.24%,23.71%,-13.40%,35.70%,48.48%,0.84,3.17%,4.63%,5.37%,7.75,122.67,140.69,62.19,,,,,,,,,,,,,,,,,,,,
Murudeshwar Ceramics,46.33,-2.67%,48.27,"81,671",280.51,29.06,28.5,70.5,29.92,34.25%,37.80%,1.02%,87.95%,153.86%,0.77,1.06%,1.87%,5.24%,1.01,36.58,46.04,81.25,,,,,,,,,,,,,,,,,,,,
Music Broadcast,9.31,-1.17%,9.46,"66,299",321.83,51.33,22.16,17.24,8.65,-1.27%,-4.12%,-44.88%,-58.62%,-41.45%,0.66,-,82.08%,15.44%,0.25,9.59,12.06,46.82,,,,,,,,,,,,,,,,,,,,
Muthoot Capital Services,309.8,-1.62%,314.9,"13,042",509.54,11.32,32.57,405.75,234.01,10.72%,24.54%,0.96%,74.09%,-22.61%,0.79,-,16.08%,21.24%,40.21,275.53,315.59,72.11,,,,,,,,,,,,,,,,,,,,
Muthoot Finance,"2,562.80",0.95%,"2,538.60","6,74,493","1,02,887.17",19.11,32.57,"2,572.90","1,664.60",13.58%,16.02%,44.06%,146.47%,161.62%,3.47,1.02%,16.57%,15.48%,111.25,"2,216.07","2,103.68",75.1,,,,,,,,,,,,,,,,,,,,
Muthoot Microfin,138.35,1.62%,136,"7,13,630","2,358.76",8.35,32.57,257.98,119.25,4.82%,13.93%,-38.55%,-48.02%,-48.02%,0.88,-,16.03%,12.92%,27.4,136.59,173.25,55.22,,,,,,,,,,,,,,,,,,,,
MVK Agro Food Product,122.05,1.96%,122.05,"76,800",189.06,19.85,20.08,119.7,32.05,56.88%,137.45%,200.25%,47.14%,47.14%,2.06,-,-,18.10%,-,74.96,51.66,96.81,,,,,,,,,,,,,,,,,,,,
My Mudra Fincorp,87.55,1.80%,87.5,"63,600",99.74,10.87,32.57,130.05,51.6,26.88%,46.16%,-29.11%,-29.11%,-29.11%,1.83,-,-,61.58%,-,71.76,-,56.4,,,,,,,,,,,,,,,,,,,,
N R Agarwal Industries,311.5,-0.91%,314.35,"30,564",530.14,30.26,28.98,548,205.75,32.50%,38.05%,-29.06%,35.08%,48.97%,0.69,0.64%,16.50%,11.06%,51.89,255.59,319.13,67.69,,,,,,,,,,,,,,,,,,,,
N R Vandana Tex Industries,42,1.08%,41.25,"69,000",97.84,11.26,28.71,46,37.55,-3.89%,-3.89%,-3.89%,-3.89%,-3.89%,1.49,-,-,23.87%,-,-,-,-,,,,,,,,,,,,,,,,,,,,
NACL Industries,179.09,5.00%,170.2,"1,94,703","3,571.76",-,40.46,219.66,49,3.72%,125.04%,154.64%,143.16%,588.81%,7.88,-,-,-0.09%,-,172.59,89.36,46.33,,,,,,,,,,,,,,,,,,,,
Naga Dhunseri Group,"4,295.90",-2.08%,"4,312.00",477,429.59,16.29,32.57,"6,689.00","2,301.05",3.23%,23.76%,80.32%,233.26%,722.58%,0.34,-,-,4.23%,-,"4,226.45","4,250.45",56.59,,,,,,,,,,,,,,,,,,,,
Nagarjuna Fertilizers & Chemicals,5.9,-0.84%,5.83,"4,49,917",352.86,0.15,19.56,14.39,4.1,36.57%,3.69%,-50.34%,-41.29%,-13.87%,-0.39,-,-,24.94%,-,5,8.18,61.1,,,,,,,,,,,,,,,,,,,,
Nagreeka Capital & Infrastructure,28.51,1.14%,28.2,"16,670",35.97,1.9,32.57,43.93,20.8,12.42%,-7.37%,25.65%,172.82%,307.29%,1.67,-,-,33.87%,-,27.29,30.31,48.34,,,,,,,,,,,,,,,,,,,,
Nagreeka Exports,29.55,-3.59%,30.33,"8,859",92.34,29.04,23.14,58.75,22.5,7.65%,6.10%,-4.71%,40.11%,127.31%,0.6,-,-,10.05%,-,27.56,34.42,53.98,,,,,,,,,,,,,,,,,,,,
Nahar Capital & Financial Services,342.5,-1.59%,357.95,"18,352",573.56,11.7,32.57,383.5,215,34.47%,46.81%,18.43%,-10.12%,424.10%,0.37,0.43%,6.98%,0.89%,15.3,266.71,292.65,79.38,,,,,,,,,,,,,,,,,,,,
Nahar Industrial Enterprises,134.35,-1.07%,137.44,"29,412",580.47,29.16,23.14,174.5,88.8,12.59%,39.60%,1.84%,8.57%,429.98%,0.59,-,8.22%,3.69%,2.62,114.62,128.4,65.61,,,,,,,,,,,,,,,,,,,,
Nahar Poly Films,358,-3.70%,379.7,"20,764",880.25,19.37,24.63,389.95,176.42,68.80%,83.97%,75.49%,-4.28%,564.19%,1.15,0.27%,-,-0.05%,-,249.38,245.91,74.13,,,,,,,,,,,,,,,,,,,,
Nahar Spinning Mills,280,-2.13%,288.05,"26,368","1,009.83",67.08,23.14,384.5,185.1,7.92%,38.24%,1.95%,-18.47%,674.55%,0.69,0.35%,7.13%,0.28%,-,250.88,257.67,64.98,,,,,,,,,,,,,,,,,,,,
Nakoda Group of Industries,31.15,-2.01%,32.06,"16,175",39.64,-,39.33,49.29,28.29,6.93%,-11.56%,-35.51%,-68.41%,-43.28%,1.64,-,5.80%,-2.89%,-,31.24,37.23,45.59,,,,,,,,,,,,,,,,,,,,
NALCO,187.5,-1.32%,191.07,"73,38,158","34,436.85",6.62,27.08,262.99,137.75,10.98%,-2.11%,1.34%,118.53%,497.13%,1.96,4.21%,10.93%,17.00%,10.5,169.23,197.36,68.07,,,,,,,,,,,,,,,,,,,,
Nalwa Sons Investments,"6,991.50",0.01%,"7,000.00","15,893","3,590.95",76.91,32.57,"9,974.00","3,399.60",3.87%,34.62%,102.31%,422.75%,989.02%,0.22,-,-,0.52%,-,"6,907.82","6,431.10",57.22,,,,,,,,,,,,,,,,,,,,
Naman In-Store,111.55,-1.98%,112.75,"4,000",145.75,23.66,35.52,257,55.75,20.20%,49.33%,19.43%,-6.06%,-6.06%,1.87,-,-,33.67%,-,82.65,133.99,81.45,,,,,,,,,,,,,,,,,,,,
Namo eWaste Management,153.3,-4.75%,155.05,"35,200",350.56,43.5,35.52,284,135.2,-3.89%,0.69%,-9.58%,-9.58%,-9.58%,4.15,-,-,26.62%,-,160.41,-,47.34,,,,,,,,,,,,,,,,,,,,
Nandan Denim,3.93,-1.01%,3.99,"32,86,783",566.5,17.3,35.08,64.77,3.05,5.65%,17.31%,-8.82%,15.25%,514.06%,0.93,-,-,15.42%,-,3.87,4.7,52.2,,,,,,,,,,,,,,,,,,,,
Nandani Creation,44.05,-1.52%,44.34,"25,076",75.15,20.8,35.08,59,30.44,0.27%,1.06%,11.04%,-42.94%,447.89%,1.48,-,-,6.82%,-,44.94,41.64,57.37,,,,,,,,,,,,,,,,,,,,
Narayana Hrudayalaya,"1,831.80",-0.19%,"1,835.50","2,24,422","37,434.81",47.1,53.31,"1,871.60","1,171.00",2.86%,16.44%,46.61%,188.36%,539.71%,10.34,0.25%,27.37%,21.83%,39.47,"1,754.93","1,436.59",61.82,,,,,,,,,,,,,,,,,,,,
Narmada Agrobase,17.3,-0.52%,17.45,"1,36,237",65.63,16.15,35.52,23.77,14.42,4.66%,0.99%,11.97%,-19.35%,18.90%,1.18,-,-,13.60%,-,17.05,17.81,45.42,,,,,,,,,,,,,,,,,,,,
Natco Pharma,928.6,-0.59%,946,"20,45,948","16,632.14",8.88,43.06,"1,639.00",726.8,11.37%,18.46%,-20.56%,38.45%,54.10%,2.2,0.64%,14.68%,28.53%,91.37,842.07,"1,172.93",57.22,,,,,,,,,,,,,,,,,,,,
Nath Bio-Genes,207,1.52%,206.5,"1,39,135",393.38,10.17,35.52,264.31,137.55,24.79%,44.80%,1.97%,16.36%,-36.73%,0.6,0.98%,-,8.20%,-,171.84,183.37,65.96,,,,,,,,,,,,,,,,,,,,
National Fertilizers,104.06,-2.84%,107.4,"26,88,181","5,104.96",28.55,19.56,169.95,71,18.59%,33.86%,-7.49%,133.84%,276.35%,1.93,-,18.03%,9.97%,3.06,90.79,105.98,73.68,,,,,,,,,,,,,,,,,,,,
Natural Capsules,234.25,-0.78%,237.9,"4,412",242.24,393.75,43.06,274.75,164,16.47%,14.20%,-6.13%,-6.13%,-6.13%,1.05,-,-,4.39%,-,212.22,-,58.99,,,,,,,,,,,,,,,,,,,,
Nava,562.75,6.65%,532,"1,20,23,677","16,331.08",14,31.42,673.9,315,21.23%,37.41%,74.42%,525.97%,2885.41%,2.01,1.85%,15.09%,18.33%,64.33,479.51,477.56,64.26,,,,,,,,,,,,,,,,,,,,
Navin Fluorine International,"4,546.50",3.17%,"4,418.50","3,05,553","22,538.60",75.77,36.4,"4,748.00","3,160.40",2.56%,10.68%,29.38%,28.44%,190.26%,8.33,0.27%,11.35%,11.65%,44.02,"4,322.24","3,777.37",51.58,,,,,,,,,,,,,,,,,,,,
Navkar Corporation,112.84,-3.64%,116,"4,76,712","1,698.46",368.24,35.52,176.43,80.54,7.55%,26.30%,8.99%,100.43%,337.36%,0.91,-,5.91%,7.11%,-,103.7,126.15,65.94,,,,,,,,,,,,,,,,,,,,
Navkar Urbanstructure,2.05,-5.09%,2.21,"22,43,865",230.03,129,27.46,8.56,2.05,-38.44%,-30.98%,-32.79%,-32.79%,-32.79%,2.02,-,-,0.99%,-,2.88,-,28.77,,,,,,,,,,,,,,,,,,,,
Navneet Education,140.99,-0.59%,141.83,"38,467","3,189.38",18.37,33.18,179.09,127.51,-2.86%,5.22%,-5.04%,54.76%,102.28%,1.75,2.07%,19.46%,23.14%,6.7,142.14,142.09,50.34,,,,,,,,,,,,,,,,,,,,
Nazara Technologies,"1,244.60",-2.30%,"1,275.00","8,00,286","10,904.72",128.41,32.27,"1,326.50",805.05,6.76%,33.04%,44.57%,121.72%,56.36%,3.9,-,4.82%,4.63%,11.95,"1,116.00",999.7,65.03,,,,,,,,,,,,,,,,,,,,
NBCC,120.75,-2.86%,124.24,"88,88,511","32,602.50",54.76,35.52,139.83,70.8,20.98%,52.64%,14.88%,499.85%,670.58%,13.54,0.54%,13.09%,20.76%,3.11,103.07,99.2,68.25,,,,,,,,,,,,,,,,,,,,
NBI Industrial Finance Company,"2,984.00",-1.66%,"3,189.90",835,733.11,105.69,32.57,"4,100.00","1,710.05",21.63%,26.97%,68.40%,45.68%,81.38%,0.27,-,-,10.62%,-,"2,467.44","2,580.86",73.68,,,,,,,,,,,,,,,,,,,,
NCC,232.11,-2.53%,238,"20,60,221","14,572.95",18.23,27.46,364.5,170.05,5.33%,24.92%,-30.13%,290.10%,659.77%,2.04,0.92%,9.96%,23.71%,12.23,222.28,257.41,60.65,,,,,,,,,,,,,,,,,,,,
NCL Industries,216.24,-3.03%,222.15,"82,179",978.11,32.42,30.72,260,179.21,3.20%,14.80%,-7.45%,30.70%,197.03%,1.18,1.79%,5.75%,14.03%,16.6,209.83,208.75,58.35,,,,,,,,,,,,,,,,,,,,
NDL Ventures,68.99,0.91%,68.37,"4,032",232.3,-,32.57,134.65,48.94,18.89%,-20.69%,-24.88%,-42.15%,-42.15%,0.93,1.43%,-,3.77%,-,61.06,93.81,62.61,,,,,,,,,,,,,,,,,,,,
NDR Auto Components,"1,002.05",1.66%,995.5,"83,938","2,383.41",44.06,46.65,"1,098.00",384.5,13.30%,47.94%,146.73%,974.81%,1635.15%,7.76,0.28%,15.27%,18.62%,35.32,792.27,765.46,62.46,,,,,,,,,,,,,,,,,,,,
Nectar Lifesciences,23.89,-1.61%,24.56,"15,36,325",535.76,31.97,43.06,56.5,20.02,6.65%,-4.63%,-29.11%,-0.46%,50.25%,0.51,-,-,8.65%,-,23.53,33.24,42.81,,,,,,,,,,,,,,,,,,,,
Neelam Linens & Garments,26.5,-,-,-,53.58,19.92,35.08,74.4,18.5,-10.17%,9.28%,-30.35%,-30.35%,-30.35%,1.37,-,-,13.69%,-,25.76,-,50.87,,,,,,,,,,,,,,,,,,,,
Nelcast,136.01,3.30%,133,"2,46,173","1,183.30",33.07,36.94,163.7,78.55,51.14%,67.40%,-5.62%,127.25%,191.55%,2.06,0.38%,10.43%,15.05%,4.48,105.75,114.93,59.84,,,,,,,,,,,,,,,,,,,,
NELCO,"1,053.00",1.90%,"1,028.00","8,02,799","2,402.78",245.5,32.27,"1,502.75",706.95,25.31%,34.01%,35.48%,56.07%,466.59%,18.44,0.10%,19.15%,18.66%,9.86,879.44,"1,011.93",69.78,,,,,,,,,,,,,,,,,,,,
Neogen Chemicals,"1,665.70",-3.85%,"1,722.10","22,650","4,394.40",105.94,36.4,"2,420.00","1,392.75",7.19%,2.43%,7.36%,21.08%,230.89%,5.79,0.06%,10.36%,10.15%,14.17,"1,590.29","1,852.89",55.31,,,,,,,,,,,,,,,,,,,,
Nephro Care,130.75,0.62%,132,"10,400",215.56,58.8,53.31,378.8,122.25,-7.60%,-15.56%,-27.18%,-27.18%,-27.18%,4.01,-,-,41.77%,-,140.84,190.96,42.59,,,,,,,,,,,,,,,,,,,,
Neptune Petrochemicals,146.45,4.98%,142.45,"1,35,000",331.76,15.18,25.39,140,126.3,5.10%,5.10%,5.10%,5.10%,5.10%,2.75,-,-,89.07%,-,-,-,-,,,,,,,,,,,,,,,,,,,,
Nesco,"1,005.00",-2.14%,"1,018.00","71,534","7,081.23",19.28,27.46,"1,081.90",833.85,8.60%,11.06%,7.11%,87.68%,124.43%,2.75,0.63%,14.79%,17.63%,48.61,944.2,959.37,70.78,,,,,,,,,,,,,,,,,,,,
Net Avenue Technologies,5.8,-,5.8,"8,000",12.44,-,35.81,17.45,5.5,-1.69%,-17.14%,-66.67%,-85.46%,-85.46%,2.01,-,-,-12.97%,-,6.53,12.77,43.94,,,,,,,,,,,,,,,,,,,,
Netweb Technologies,"1,816.60",-3.46%,"1,881.90","3,48,429","10,291.74",93.1,16.54,"3,060.00","1,251.55",5.56%,21.95%,-25.81%,99.54%,99.54%,20.1,0.13%,17.95%,24.95%,15.3,"1,681.26","2,185.08",62.43,,,,,,,,,,,,,,,,,,,,
Network 18 Media,55.4,-2.26%,57,"33,98,577","8,542.68",-,22.16,106,39.66,22.57%,32.12%,-33.48%,-24.68%,59.88%,1.84,-,-0.34%,-0.23%,-,47.15,64.29,73.69,,,,,,,,,,,,,,,,,,,,
Network People Services Tech,"2,154.10",0.00%,"2,154.20","6,766","4,176.78",93.53,41.34,"3,577.00","1,505.00",0.71%,41.51%,29.11%,2347.84%,2726.90%,40.5,-,-,58.89%,-,"2,158.11","2,494.76",54.44,,,,,,,,,,,,,,,,,,,,
Neuland Laboratories,"13,428.00",-1.48%,"13,634.00","96,101","17,227.97",86.26,34.23,"18,100.00","6,221.00",6.83%,22.54%,111.23%,1186.39%,3227.88%,11.48,0.09%,23.39%,29.57%,249.83,"11,980.03","13,122.45",61.72,,,,,,,,,,,,,,,,,,,,
New Delhi Television (NDTV),160.19,-3.18%,165.45,"2,73,425","1,032.77",-,22.16,241.98,107.11,31.77%,37.18%,-31.41%,-11.01%,342.51%,18.15,-,-7.47%,-50.08%,-,135.49,155.39,71.9,,,,,,,,,,,,,,,,,,,,
Newgen Software Technologies,"1,176.20",-3.15%,"1,214.40","1,90,626","16,657.95",54.65,41.34,"1,798.90",758.2,5.22%,24.27%,26.37%,225.55%,706.44%,11.35,0.41%,20.56%,23.60%,19.17,"1,093.74","1,193.23",58.04,,,,,,,,,,,,,,,,,,,,
Newjaisa Technologies,44.2,-2.00%,44.2,"6,000",156.05,48.83,35.81,146.9,35.5,8.33%,4.12%,-55.31%,-37.57%,-37.57%,1.89,-,-,14.48%,-,47,76.89,44.58,,,,,,,,,,,,,,,,,,,,
Newmalayalam Steel,33.2,-,33.15,-,57.39,-,32.88,90,23.35,9.93%,0.76%,-61.17%,-61.17%,-61.17%,-,-,-,17.60%,-,28.97,-,67.27,,,,,,,,,,,,,,,,,,,,
Next Mediaworks,7.06,-0.14%,7.07,"7,155",47.23,-,22.16,12.79,5.7,-1.40%,12.60%,3.07%,33.21%,53.48%,-1.9,-,-,-26.82%,-,7.04,7.43,50.6,,,,,,,,,,,,,,,,,,,,
NGL Fine Chem,"1,066.00",-1.02%,"1,067.00",207,658.58,31.3,34.23,"2,777.95",957,-3.88%,-8.02%,-54.62%,-42.96%,-42.96%,2.34,-,-,20.73%,-,"1,130.10","1,607.19",39.19,,,,,,,,,,,,,,,,,,,,
NHPC,87.96,-2.57%,90.45,"97,31,415","88,356.13",30.18,43.14,118.4,71,5.59%,12.25%,-14.74%,179.68%,343.12%,2.29,2.12%,8.28%,6.04%,3.6,85.82,84.03,58.77,,,,,,,,,,,,,,,,,,,,
NIBE,"1,909.00",0.52%,"1,965.00","5,10,483","2,729.21",101.59,39.32,"1,994.40",761.5,36.08%,115.01%,19.84%,19.84%,19.84%,11.71,0.07%,-,13.03%,-,"1,452.55",-,65.9,,,,,,,,,,,,,,,,,,,,
Nidan Labs & Healthcare,21,-4.98%,21.3,"5,000",29.19,15.56,53.31,39.2,16.05,6.60%,2.94%,-35.38%,-43.24%,-82.17%,0.45,-,5.10%,-0.26%,1.5,19.78,26.42,60.63,,,,,,,,,,,,,,,,,,,,
NIIT,136.87,-2.07%,139.98,"8,72,518","1,855.78",39.59,26.35,233.8,100.96,0.29%,20.18%,32.04%,46.51%,565.06%,1.76,0.72%,1.11%,4.51%,3.27,131.68,157.48,62.25,,,,,,,,,,,,,,,,,,,,
NIIT Learning Systems,357.6,2.05%,350.4,"1,74,439","4,867.84",20.27,26.35,541.5,322.6,0.29%,-15.18%,-20.73%,-6.63%,-6.63%,3.95,0.85%,24.95%,26.72%,16.45,365.94,441.79,47.48,,,,,,,,,,,,,,,,,,,,
Nikita Papers,97.15,-1.12%,98,"94,800",239.65,13.96,28.98,104.55,84.6,7.41%,7.41%,7.41%,7.41%,7.41%,1.69,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
Nila Infrastructures,12.5,-1.57%,12.78,"7,08,825",492.36,24.5,27.46,17.32,8.12,25.00%,43.18%,7.20%,129.36%,133.64%,3.06,-,7.94%,13.10%,0.41,10.37,11.79,69.11,,,,,,,,,,,,,,,,,,,,
